DATE;MAC;RSSI;VENDOR;CATEGORIE
22.8.2018 12:11;04:D1:3A:D1:8E:D6;-81;Unknown;Smartphone
22.8.2018 12:11;10:44:00:7D:57:FF;-72;Unknown;Smartphone
22.8.2018 12:21;10:44:00:7D:57:FF;-75;Unknown;Smartphone
22.8.2018 12:24;00:1B:52:26:DC:62;-86;ARRIS Group, Inc.;Handsfree
22.8.2018 12:37;00:10:78:E8:E8:2C;-88;NUERA COMMUNICATIONS, INC.;Handsfree
22.8.2018 12:41;A0:14:3D:59:A7:29;-84;PARROT SA;Handsfree
22.8.2018 12:44;00:23:3D:30:66:4A;-90;Novero holding B.V.;Handsfree
22.8.2018 12:44;79:FC:11:13:62:61;-83;Unknown;Smartphone
22.8.2018 12:47;0F:D1:BD:1C:62:60;-85;Unknown;Smartphone
22.8.2018 12:47;79:FC:11:13:62:61;-76;Unknown;Smartphone
22.8.2018 13:03;74:95:EC:4A:46:60;-80;Unknown;Handsfree
22.8.2018 13:07;0D:4E:F6:F7:95:39;-72;Unknown;Handsfree
22.8.2018 13:36;38:C0:96:70:4A:8E;-85;ALPS ELECTRIC CO.,LTD.;Handsfree
22.8.2018 13:52;00:1E:A4:9D:FE:29;-89;Nokia Danmark A/S;Handsfree
22.8.2018 14:08;00:26:7E:16:99:A2;-87;Parrot SA;Handsfree
22.8.2018 14:08;A0:57:E3:F0:CD:B2;-84;Unknown;Smartphone
22.8.2018 14:12;6C:24:83:BB:5F:28;-82;Unknown;Smartphone
22.8.2018 14:48;9C:2E:A1:EA:B4:CA;-90;Unknown;Smartphone
22.8.2018 15:01;38:C0:96:3B:48:05;-85;ALPS ELECTRIC CO.,LTD.;Handsfree
22.8.2018 15:17;18:D2:76:15:14:5F;-76;Unknown;Smartphone
22.8.2018 15:17;74:5E:1C:98:D2:D5;-84;PIONEER CORPORATION;Handsfree
22.8.2018 15:20;18:D2:76:15:14:5F;-82;Unknown;Smartphone
22.8.2018 15:23;18:D2:76:15:14:5F;-85;Unknown;Smartphone
22.8.2018 15:27;18:D2:76:15:14:5F;-86;Unknown;Smartphone
22.8.2018 15:30;18:D2:76:15:14:5F;-81;Unknown;Smartphone
22.8.2018 15:46;9C:1D:58:A0:75:D9;-87;Unknown;Handsfree
22.8.2018 15:53;18:D2:76:15:14:5F;-89;Unknown;Smartphone
22.8.2018 17:34;00:0E:9F:A9:7A:43;-81;TEMIC SDS GmbH;Handsfree
22.8.2018 18:42;80:35:C1:61:DF:76;-83;Unknown;Smartphone
22.8.2018 19:51;1C:15:1F:0F:8E:E8;-79;Unknown;Smartphone
23.8.2018 3:10;00:03:19:18:35:D5;-89;Infineon AG;Handsfree
23.8.2018 5:15;7C:11:CB:8D:34:F3;-89;Unknown;Smartphone
23.8.2018 5:25;00:08:E0:1B:6E:76;-83;ATO Technology Ltd.;Handsfree
23.8.2018 5:25;AC:7A:4D:CA:01:28;-88;ALPS ELECTRIC CO.,LTD.;Handsfree
23.8.2018 5:37;00:80:37:24:F2:EB;-63;Ericsson Group;Handsfree
23.8.2018 5:37;80:35:C1:40:05:7A;-73;Unknown;Smartphone
23.8.2018 5:47;C0:81:35:11:E0:9E;-87;Unknown;Handsfree
23.8.2018 5:50;80:35:C1:55:83:86;-88;Unknown;Smartphone
23.8.2018 6:09;9C:28:BF:44:F8:2B;-83;Continental Automotive Czech Republic s.r.o.;Handsfree
23.8.2018 6:25;00:12:1C:4D:43:47;-85;PARROT S.A.;Handsfree
23.8.2018 6:38;28:A1:83:F1:4D:15;-86;Unknown;Handsfree
23.8.2018 6:41;0F:D1:BD:1C:62:60;-85;Unknown;Smartphone
23.8.2018 6:41;79:FC:11:13:62:61;-76;Unknown;Smartphone
23.8.2018 6:44;79:FC:11:13:62:61;-82;Unknown;Smartphone
23.8.2018 6:47;0F:D1:BD:1C:62:60;-85;Unknown;Smartphone
23.8.2018 6:47;80:35:C1:08:EF:77;-85;Unknown;Smartphone
23.8.2018 7:03;AC:7A:4D:CA:FA:CE;-78;ALPS ELECTRIC CO.,LTD.;Handsfree
23.8.2018 7:09;00:1B:33:6B:9F:37;-86;Nokia Danmark A/S;Smartphone
23.8.2018 8:22;04:B1:67:0B:EF:6D;-87;Unknown;Smartphone
23.8.2018 8:22;D8:80:3C:1D:93:80;-79;Unknown;Smartphone
23.8.2018 8:25;04:B1:67:0B:EF:6D;-85;Unknown;Smartphone
23.8.2018 8:25;D8:80:3C:1D:93:80;-82;Unknown;Smartphone
23.8.2018 8:38;14:F4:2A:B6:D0:EF;-88;Samsung Electronics;Smartphone
23.8.2018 8:41;0F:D1:BD:1C:62:60;-88;Unknown;Smartphone
23.8.2018 8:41;79:FC:11:13:62:61;-73;Unknown;Smartphone
23.8.2018 8:44;0F:D1:BD:1C:62:60;-78;Unknown;Smartphone
23.8.2018 8:44;79:FC:11:13:62:61;-85;Unknown;Smartphone
23.8.2018 8:48;79:FC:11:13:62:61;-83;Unknown;Smartphone
23.8.2018 8:57;9C:28:BF:30:F1:70;-88;Continental Automotive Czech Republic s.r.o.;Handsfree
23.8.2018 9:16;D8:80:3C:1E:C9:4D;-86;Unknown;Smartphone
23.8.2018 9:22;50:8F:4C:FF:07:63;-84;Unknown;Smartphone
23.8.2018 9:22;D8:80:3C:1E:C9:4D;-87;Unknown;Smartphone
23.8.2018 9:45;80:35:C1:40:05:7A;-68;Unknown;Smartphone
23.8.2018 9:48;60:A1:0A:8E:A7:61;-64;Samsung Electronics Co.,Ltd;Smartphone
23.8.2018 9:54;00:19:C1:95:25:BF;-86;Alps Electric Co., Ltd;Handsfree
23.8.2018 10:13;80:4E:70:04:5C:11;-75;Unknown;Wereable
23.8.2018 10:32;80:35:C1:40:05:7A;-75;Unknown;Smartphone
23.8.2018 10:48;60:A1:0A:8E:A7:61;-86;Samsung Electronics Co.,Ltd;Smartphone
23.8.2018 10:48;F0:1C:13:83:F3:D4;-82;LG Electronics;Smartphone
23.8.2018 10:51;60:A1:0A:8E:A7:61;-76;Samsung Electronics Co.,Ltd;Smartphone
23.8.2018 10:58;80:35:C1:55:83:86;-86;Unknown;Smartphone
23.8.2018 11:07;8C:71:F8:32:7A:6B;-85;Samsung Electronics Co.,Ltd;Smartphone
23.8.2018 11:07;A4:71:74:21:13:CF;-83;Unknown;Smartphone
23.8.2018 11:20;14:F4:2A:B6:D0:EF;-85;Samsung Electronics;Smartphone
23.8.2018 11:20;80:35:C1:55:BE:91;-87;Unknown;Smartphone
23.8.2018 11:23;28:A1:83:0D:2D:2F;-86;Unknown;Handsfree
23.8.2018 11:26;00:10:79:E8:B2:BB;-82;CISCO SYSTEMS, INC.;Handsfree
23.8.2018 11:29;04:B1:67:1E:02:6D;-76;Unknown;Smartphone
23.8.2018 11:39;14:F4:2A:B6:D0:EF;-78;Samsung Electronics;Smartphone
23.8.2018 11:39;EC:D0:9F:1D:61:59;-87;Unknown;Smartphone
23.8.2018 12:17;04:4F:4C:AB:E5:B8;-86;Unknown;Smartphone
23.8.2018 12:30;10:92:66:3C:9A:39;-80;Samsung Electronics Co.,Ltd;Smartphone
23.8.2018 12:33;AC:7A:4D:CA:01:28;-82;ALPS ELECTRIC CO.,LTD.;Handsfree
23.8.2018 12:36;AC:7A:4D:CA:01:28;-85;ALPS ELECTRIC CO.,LTD.;Handsfree
23.8.2018 12:39;80:35:C1:55:BE:91;-80;Unknown;Smartphone
23.8.2018 12:42;00:0D:18:A1:E5:EE;-82;Mega-Trend Electronics CO., LTD.;Handsfree
23.8.2018 12:49;00:03:19:20:3D:08;-87;Infineon AG;Handsfree
23.8.2018 12:49;D8:80:3C:1D:93:80;-84;Unknown;Smartphone
23.8.2018 13:43;94:0E:6B:25:A5:0D;-85;Unknown;Smartphone
23.8.2018 14:05;EC:D0:9F:1D:61:59;-86;Unknown;Smartphone
23.8.2018 14:43;3C:A1:0D:6C:0B:04;-85;Samsung Electronics Co.,Ltd;Smartphone
23.8.2018 15:15;10:92:66:3C:9A:39;-82;Samsung Electronics Co.,Ltd;Smartphone
23.8.2018 18:09;00:23:3D:14:89:35;-82;Novero holding B.V.;Handsfree
23.8.2018 18:12;A0:14:3D:7F:75:2E;-87;PARROT SA;Handsfree
23.8.2018 18:34;78:02:F8:01:96:6C;-90;Unknown;Smartphone
23.8.2018 19:03;64:CC:2E:A9:50:1E;-84;Unknown;Smartphone
23.8.2018 19:06;18:F0:E4:F0:27:4E;-86;Unknown;Smartphone
24.8.2018 5:09;00:1E:A4:FE:E2:1D;-90;Nokia Danmark A/S;Handsfree
24.8.2018 5:12;E0:75:0A:5C:36:60;-85;ALPS ERECTORIC CO.,LTD.;Handsfree
24.8.2018 5:25;74:23:44:46:F5:E1;-88;Unknown;Smartphone
24.8.2018 5:44;04:B1:67:0B:EF:6D;-87;Unknown;Smartphone
24.8.2018 5:44;80:35:C1:40:05:7A;-83;Unknown;Smartphone
24.8.2018 5:44;D8:80:3C:1D:93:80;-83;Unknown;Smartphone
24.8.2018 5:47;30:21:B5:BE:9D:18;-85;Unknown;Handsfree
24.8.2018 5:47;80:35:C1:40:05:7A;-86;Unknown;Smartphone
24.8.2018 5:50;30:21:B5:BE:9D:18;-85;Unknown;Handsfree
24.8.2018 5:50;6C:0E:0D:DE:F6:B2;-80;Sony Ericsson Mobile Communications AB;Smartphone
24.8.2018 5:53;6C:0E:0D:DE:F6:B2;-88;Sony Ericsson Mobile Communications AB;Smartphone
24.8.2018 5:56;30:21:B5:BE:9D:18;-82;Unknown;Handsfree
24.8.2018 5:59;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
24.8.2018 6:03;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
24.8.2018 6:03;74:23:44:46:F5:E1;-78;Unknown;Smartphone
24.8.2018 6:06;30:21:B5:BE:9D:18;-85;Unknown;Handsfree
24.8.2018 6:09;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
24.8.2018 6:12;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
24.8.2018 6:15;30:21:B5:BE:9D:18;-81;Unknown;Handsfree
24.8.2018 6:18;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
24.8.2018 6:22;0C:8F:FF:F8:E8:8E;-88;Unknown;Smartphone
24.8.2018 6:22;30:21:B5:BE:9D:18;-84;Unknown;Handsfree
24.8.2018 6:22;80:4E:70:04:5C:11;-68;Unknown;Wereable
24.8.2018 6:25;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 6:28;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
24.8.2018 6:31;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
24.8.2018 6:34;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 6:38;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 6:41;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 6:44;30:21:B5:BE:9D:18;-89;Unknown;Handsfree
24.8.2018 6:47;14:5F:94:26:13:C8;-88;Unknown;Smartphone
24.8.2018 6:47;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 6:47;30:C3:D9:DF:7F:D4;-67;Unknown;Handsfree
24.8.2018 6:50;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 6:53;00:0D:18:A1:21:78;-85;Mega-Trend Electronics CO., LTD.;Handsfree
24.8.2018 6:53;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 6:53;6C:0E:0D:DE:F6:B2;-91;Sony Ericsson Mobile Communications AB;Smartphone
24.8.2018 6:57;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 6:57;6C:0E:0D:DE:F6:B2;-88;Sony Ericsson Mobile Communications AB;Smartphone
24.8.2018 7:00;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 7:03;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 7:06;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 7:09;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 7:12;00:1B:33:6B:9F:37;-88;Nokia Danmark A/S;Smartphone
24.8.2018 7:12;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 7:16;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 7:19;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 7:25;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 7:28;30:21:B5:BE:9D:18;-85;Unknown;Handsfree
24.8.2018 7:31;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 7:31;6C:0E:0D:DE:F6:B2;-90;Sony Ericsson Mobile Communications AB;Smartphone
24.8.2018 7:35;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 7:38;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 7:41;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
24.8.2018 7:44;30:21:B5:BE:9D:18;-85;Unknown;Handsfree
24.8.2018 7:47;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 7:47;8C:BF:A6:12:0F:9D;-87;Samsung Electronics Co.,Ltd;Smartphone
24.8.2018 7:50;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 7:54;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 7:57;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 8:00;9C:CA:D9:76:DA:14;-85;Nokia Corporation;Smartphone
24.8.2018 8:03;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 8:06;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 8:10;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 8:13;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 8:19;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 8:19;6C:0E:0D:DE:F6:B2;-79;Sony Ericsson Mobile Communications AB;Smartphone
24.8.2018 8:22;00:05:4F:59:95:C8;-80;PRIVATE;Handsfree
24.8.2018 8:22;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 8:25;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 8:29;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 8:32;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 8:35;00:03:19:16:50:78;-80;Infineon AG;Handsfree
24.8.2018 8:35;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 8:38;30:21:B5:BE:9D:18;-89;Unknown;Handsfree
24.8.2018 8:41;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 8:48;30:21:B5:BE:9D:18;-89;Unknown;Handsfree
24.8.2018 8:48;74:5E:1C:65:F8:84;-90;PIONEER CORPORATION;Handsfree
24.8.2018 8:51;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 8:54;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 8:54;80:35:C1:40:05:7A;-76;Unknown;Smartphone
24.8.2018 8:57;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 9:00;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 9:10;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 9:13;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 9:16;00:03:19:16:50:78;-76;Infineon AG;Handsfree
24.8.2018 9:16;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 9:19;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 9:22;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 9:26;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 9:32;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 9:38;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 9:38;D8:80:3C:1D:93:80;-86;Unknown;Smartphone
24.8.2018 9:42;30:21:B5:BE:9D:18;-89;Unknown;Handsfree
24.8.2018 9:45;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 9:45;64:CC:2E:A9:50:1E;-78;Unknown;Smartphone
24.8.2018 9:48;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 9:54;30:21:B5:BE:9D:18;-90;Unknown;Handsfree
24.8.2018 10:01;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 10:07;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 10:13;30:21:B5:BE:9D:18;-90;Unknown;Handsfree
24.8.2018 10:16;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 10:26;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 10:32;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 10:35;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 10:39;00:26:7E:79:18:20;-78;Parrot SA;Handsfree
24.8.2018 10:45;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 10:48;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 10:51;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 10:51;A4:71:74:21:13:CF;-68;Unknown;Smartphone
24.8.2018 10:54;10:92:66:89:D8:25;-82;Samsung Electronics Co.,Ltd;Smartphone
24.8.2018 10:54;A4:71:74:21:13:CF;-64;Unknown;Smartphone
24.8.2018 11:04;30:21:B5:BE:9D:18;-89;Unknown;Handsfree
24.8.2018 11:07;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 11:14;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 11:14;F8:23:B2:BD:46:94;-88;Unknown;Smartphone
24.8.2018 11:20;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 11:23;30:21:B5:BE:9D:18;-90;Unknown;Handsfree
24.8.2018 11:26;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 11:26;80:35:C1:40:05:7A;-82;Unknown;Smartphone
24.8.2018 11:29;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 11:33;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 11:39;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 11:42;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 11:42;80:35:C1:40:05:7A;-87;Unknown;Smartphone
24.8.2018 11:45;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 11:45;80:35:C1:40:05:7A;-81;Unknown;Smartphone
24.8.2018 11:48;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 11:52;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 11:55;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 11:58;04:B1:67:1E:02:6D;-82;Unknown;Smartphone
24.8.2018 11:58;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 12:01;04:B1:67:1E:02:6D;-90;Unknown;Smartphone
24.8.2018 12:04;10:44:00:7D:57:FF;-86;Unknown;Smartphone
24.8.2018 12:04;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 12:17;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 12:20;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 12:26;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 12:30;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 12:36;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 12:42;30:21:B5:BE:9D:18;-89;Unknown;Handsfree
24.8.2018 12:58;00:26:7E:A2:4D:7F;-87;Parrot SA;Handsfree
24.8.2018 12:58;20:47:DA:1A:F3:7C;-80;Unknown;Smartphone
24.8.2018 12:58;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
24.8.2018 12:58;30:C3:D9:48:8F:A6;-88;Unknown;Handsfree
24.8.2018 13:05;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
24.8.2018 13:05;68:5A:CF:95:10:15;-89;Unknown;Smartphone
24.8.2018 13:11;30:21:B5:BE:9D:18;-86;Unknown;Handsfree
24.8.2018 13:27;38:C0:96:70:4A:8E;-84;ALPS ELECTRIC CO.,LTD.;Handsfree
24.8.2018 13:43;00:1E:A4:9D:FE:29;-82;Nokia Danmark A/S;Handsfree
24.8.2018 13:46;18:F0:E4:04:DD:3F;-88;Unknown;Smartphone
24.8.2018 14:02;3C:83:75:56:AE:61;-81;Microsoft Corporation;Smartphone
24.8.2018 14:30;00:03:19:18:35:D5;-84;Infineon AG;Handsfree
24.8.2018 14:43;80:35:C1:55:83:86;-76;Unknown;Smartphone
24.8.2018 15:02;48:F0:7B:B2:AC:26;-89;Unknown;Handsfree
24.8.2018 15:21;90:03:B7:2C:AE:98;-86;PARROT;Handsfree
24.8.2018 15:37;90:00:DB:2A:95:BA;-85;Samsung Electronics Co.,Ltd;Smartphone
24.8.2018 16:12;3C:CD:5D:3E:8C:AA;-90;Unknown;Smartphone
24.8.2018 16:21;00:1E:A4:FF:07:4B;-88;Nokia Danmark A/S;Handsfree
24.8.2018 16:43;A0:14:3D:93:41:7D;-88;PARROT SA;Handsfree
24.8.2018 17:02;00:E3:B2:E8:E9:5E;-77;Samsung Electronics Co.,Ltd;Smartphone
25.8.2018 6:53;00:0E:9F:EA:41:01;-83;TEMIC SDS GmbH;Handsfree
25.8.2018 8:51;50:8F:4C:CE:29:E4;-87;Unknown;Smartphone
25.8.2018 9:22;00:03:19:03:74:4B;-88;Infineon AG;Handsfree
25.8.2018 9:57;00:0E:9F:B7:94:A9;-83;TEMIC SDS GmbH;Handsfree
25.8.2018 9:57;00:26:7E:31:A1:B9;-85;Parrot SA;Handsfree
25.8.2018 10:39;74:6F:F7:0E:EF:FB;-88;Unknown;Handsfree
25.8.2018 14:02;34:C8:03:37:91:F8;-86;Nokia Corporation;Smartphone
25.8.2018 15:21;00:26:7E:AE:7B:F8;-85;Parrot SA;Handsfree
25.8.2018 15:40;AC:7A:4D:46:24:6C;-83;ALPS ELECTRIC CO.,LTD.;Handsfree
25.8.2018 16:24;9C:2E:A1:95:CC:32;-88;Unknown;Smartphone
25.8.2018 16:31;00:E3:B2:E8:E9:5E;-78;Samsung Electronics Co.,Ltd;Smartphone
25.8.2018 19:19;78:02:F8:D0:DE:4C;-82;Unknown;Smartphone
26.8.2018 5:37;00:03:19:10:51:4A;-90;Infineon AG;Handsfree
26.8.2018 10:58;00:23:3D:23:17:58;-88;Novero holding B.V.;Handsfree
26.8.2018 11:10;90:03:B7:DA:42:C5;-84;PARROT;Handsfree
26.8.2018 12:01;00:03:19:1B:D2:5A;-83;Infineon AG;Handsfree
26.8.2018 12:26;00:05:4F:59:95:C8;-83;PRIVATE;Handsfree
26.8.2018 15:18;90:03:B7:04:B1:14;-87;PARROT;Handsfree
26.8.2018 15:40;00:1F:DE:99:33:2C;-83;Nokia Danmark A/S;Handsfree
26.8.2018 16:40;00:1E:A3:16:83:C9;-87;Nokia Danmark A/S;Smartphone
26.8.2018 16:43;00:12:1C:69:38:56;-91;PARROT S.A.;Handsfree
26.8.2018 18:12;18:F0:E4:13:0C:AB;-81;Unknown;Smartphone
26.8.2018 19:19;00:12:1C:ED:6B:B9;-87;PARROT S.A.;Handsfree
26.8.2018 20:28;0C:8F:FF:8D:56:2B;-88;Unknown;Smartphone
26.8.2018 20:32;0C:8F:FF:8D:56:2B;-90;Unknown;Smartphone
26.8.2018 20:35;0C:8F:FF:8D:56:2B;-88;Unknown;Smartphone
26.8.2018 20:38;0C:8F:FF:8D:56:2B;-90;Unknown;Smartphone
26.8.2018 20:41;0C:8F:FF:8D:56:2B;-86;Unknown;Smartphone
26.8.2018 20:44;AC:7A:4D:C7:04:93;-88;ALPS ELECTRIC CO.,LTD.;Handsfree
26.8.2018 20:47;0C:8F:FF:8D:56:2B;-90;Unknown;Smartphone
27.8.2018 4:15;70:8D:09:14:72:E8;-82;Nokia Corporation;Smartphone
27.8.2018 5:02;00:1E:A4:FE:E2:1D;-85;Nokia Danmark A/S;Handsfree
27.8.2018 5:28;00:08:E0:1B:6E:76;-90;ATO Technology Ltd.;Handsfree
27.8.2018 5:43;C8:94:BB:69:1B:1B;-87;Unknown;Smartphone
27.8.2018 5:47;00:1E:3D:4D:68:FA;-86;Alps Electric Co., Ltd;Handsfree
27.8.2018 5:47;00:EC:0A:5C:E3:45;-85;Unknown;Smartphone
27.8.2018 5:47;80:35:C1:40:05:7A;-79;Unknown;Smartphone
27.8.2018 5:50;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
27.8.2018 5:53;30:21:B5:BE:9D:18;-84;Unknown;Handsfree
27.8.2018 5:56;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
27.8.2018 5:59;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
27.8.2018 6:03;30:21:B5:BE:9D:18;-82;Unknown;Handsfree
27.8.2018 6:06;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
27.8.2018 6:09;28:A1:83:B1:8D:F9;-88;Unknown;Handsfree
27.8.2018 6:09;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
27.8.2018 6:12;30:21:B5:BE:9D:18;-82;Unknown;Handsfree
27.8.2018 6:15;00:23:3D:35:D8:E4;-86;Novero holding B.V.;Handsfree
27.8.2018 6:15;00:26:7E:B6:6D:16;-87;Parrot SA;Handsfree
27.8.2018 6:15;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
27.8.2018 6:15;5E:27:15:08:B1:64;-87;Unknown;Smartphone
27.8.2018 6:15;90:03:B7:24:80:C4;-85;PARROT;Handsfree
27.8.2018 6:18;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
27.8.2018 6:22;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
27.8.2018 6:25;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
27.8.2018 6:25;94:51:03:11:DD:50;-84;Samsung Electronics;Smartphone
27.8.2018 6:28;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
27.8.2018 6:31;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
27.8.2018 6:41;30:21:B5:BE:9D:18;-82;Unknown;Handsfree
27.8.2018 6:44;A0:32:99:8E:95:B2;-87;Unknown;Smartphone
27.8.2018 6:47;00:12:1C:ED:6B:B9;-73;PARROT S.A.;Handsfree
27.8.2018 6:47;30:21:B5:BE:9D:18;-87;Unknown;Handsfree
27.8.2018 6:50;10:C6:FC:27:90:F1;-85;Garmin International;Handsfree
27.8.2018 6:50;30:21:B5:BE:9D:18;-85;Unknown;Handsfree
27.8.2018 6:53;00:12:1C:E1:EF:FF;-83;PARROT S.A.;Handsfree
27.8.2018 6:53;30:21:B5:BE:9D:18;-83;Unknown;Handsfree
27.8.2018 6:56;94:51:03:11:DD:50;-80;Samsung Electronics;Smartphone
27.8.2018 7:00;0C:8F:FF:35:63:B3;-85;Unknown;Smartphone
27.8.2018 7:00;30:21:B5:BE:9D:18;-88;Unknown;Handsfree
27.8.2018 7:00;80:35:C1:40:05:7A;-81;Unknown;Smartphone
27.8.2018 7:00;90:03:B7:2C:AE:98;-79;PARROT;Handsfree
27.8.2018 7:00;94:51:03:11:DD:50;-82;Samsung Electronics;Smartphone
27.8.2018 7:03;BC:75:74:26:F7:99;-89;Unknown;Smartphone
